d0:c7:c0:a0:a3:e6|116.629402|39.989181|76|90.329370|0.562661
22:b9:a5:05:f2:5b|116.629375|39.989158|49|90.311092|0.000035
08:10:78:42:80:58|116.630121|39.989181|6|89.412604|0.000719
08:10:78:35:af:77|116.629842|39.989506|20|89.110467|0.000428
a8:57:4e:13:b6:44|116.629614|39.988536|21|88.179588|0.000666
1c:fa:68:f5:9e:1e|116.629900|39.988637|4|87.891160|0.000303
08:10:76:db:93:61|116.629813|39.989684|2|87.403136|0.000180
08:10:78:26:b1:de|116.630522|39.989289|12|86.809097|0.000415
d8:15:0d:f4:df:de|116.629455|39.989648|14|86.782915|0.000360
c0:61:18:3a:64:14|116.629806|39.989740|3|86.722337|0.000056
d8:15:0d:f4:df:de|116.629456|39.989657|14|86.673694|0.000009
38:22:d6:1a:f6:40|116.628784|39.988812|147|86.489279|0.000685
38:22:d6:1a:f6:40|116.628784|39.988812|147|86.489279|0.000000
08:10:79:6d:38:f1|116.629439|39.989669|9|86.432440|0.000021
38:83:45:8d:f9:1a|116.629297|39.989610|8|86.348376|0.000154
d8:15:0d:df:18:d4|116.629199|39.989556|16|86.307802|0.000112
26:fd:52:82:c3:9a|116.629623|39.989743|30|86.235544|0.000183
d8:15:0d:df:18:d4|116.629199|39.989565|16|86.200349|0.000009
d0:c7:c0:4a:e7:5e|116.630134|39.989824|3|85.723562|0.000339
a8:15:4d:9c:e7:82|116.629162|39.989583|18|85.686862|0.000041
a8:15:4d:9c:e7:82|116.629161|39.989586|18|85.641102|0.000003
78:eb:14:0c:d4:ae|116.629816|39.989832|24|85.501582|0.000093
08:10:78:8f:6d:c8|116.629130|39.989577|4|85.494793|0.000032
14:75:90:c8:7c:be|116.630432|39.989808|8|85.206470|0.000298
08:57:00:61:f7:8c|116.629232|39.989704|4|84.607179|0.000114
00:5a:39:3b:8d:86|116.630833|39.989268|2|83.987077|0.000312
c0:61:18:3a:79:8c|116.630535|39.989942|31|83.427966|0.000169
08:10:79:2b:1b:fe|116.630401|39.989993|2|83.124549|0.000143
20:10:7a:15:b5:fc|116.628927|39.989621|3|82.933978|0.000208
82:89:17:55:84:46|116.134996|39.719070|30|81.312401|0.562661
82:89:17:55:84:46|116.134996|39.719070|30|81.312401|0.000000
80:89:17:6e:84:45|116.135018|39.719035|2|81.298329|0.000041
82:89:17:6e:83:db|116.135022|39.719020|21|81.271452|0.000016
82:89:17:6e:84:45|116.134962|39.719062|21|81.249322|0.000035
a8:15:4d:8a:eb:c0|116.629596|39.990040|17|81.225735|0.000298
80:89:17:29:b7:16|116.134953|39.719025|3|81.181338|0.000038
80:89:17:6e:84:95|116.135059|39.718991|4|81.169439|0.000047
82:89:17:6e:84:95|116.135084|39.719000|28|81.151561|0.000027
82:89:17:6e:84:95|116.135084|39.719000|28|81.151561|0.000000
80:89:17:29:b7:16|116.134946|39.719008|3|81.121954|0.000018
82:89:17:6e:84:95|116.135083|39.718986|28|81.108815|0.000014
82:89:17:29:b7:3b|116.135122|39.719013|2|81.069615|0.000040
82:89:17:29:b7:16|116.134907|39.719078|9|81.057458|0.000057
82:89:17:6e:84:65|116.134890|39.719052|18|80.964929|0.000031
80:89:17:55:8f:fa|116.134897|39.719025|54|80.963060|0.000028
80:89:17:29:b7:3b|116.135151|39.718997|4|80.899032|0.000033
82:89:17:6e:83:5b|116.134876|39.719054|28|80.889131|0.000014
82:89:17:6e:83:bb|116.135143|39.719166|26|80.880346|0.000154
82:89:17:6e:83:5b|116.134866|39.719054|28|80.829184|0.000010
14:75:90:47:ef:ce|116.631045|39.989114|17|80.822956|0.000262
cc:34:29:89:9c:ba|116.630894|39.990062|38|80.653555|0.000379
82:89:17:6e:84:83|116.135009|39.719269|33|80.556360|0.000169
82:89:17:6e:84:83|116.134997|39.719271|33|80.530740|0.000012
82:89:17:6e:84:83|116.134997|39.719271|33|80.530740|0.000000
80:89:17:6e:83:bb|116.135154|39.719228|30|80.520321|0.000063
c8:e7:d8:5a:65:40|116.631109|39.989150|11|80.362061|0.000073
80:89:17:55:8c:a6|116.135250|39.719070|7|80.335947|0.000123
82:89:17:6e:84:3d|116.134797|39.719090|19|80.313118|0.000078
82:89:17:55:8c:a6|116.135218|39.718951|11|80.300426|0.000081
82:89:17:55:8f:fa|116.134783|39.719037|43|80.164872|0.000055
82:89:17:6e:83:be|116.134769|39.719086|29|80.053612|0.000028
e4:d3:32:e5:0c:e4|116.631260|39.989865|4|79.994565|0.000416
80:89:17:55:86:7e|116.135237|39.718916|40|79.957749|0.000040
80:89:17:6e:84:48|116.134760|39.719124|2|79.915881|0.000039
82:89:17:6e:84:3d|116.134750|39.719098|19|79.850460|0.000022
80:89:17:55:86:7e|116.135253|39.718894|40|79.675961|0.000027
82:89:17:55:86:7e|116.135330|39.718983|69|79.357626|0.000115
82:89:17:55:86:7e|116.135330|39.718983|69|79.357626|0.000000
82:89:17:55:86:7e|116.135330|39.718983|69|79.357626|0.000000
80:89:17:6e:84:44|116.134703|39.719061|5|79.320863|0.000060
82:89:17:55:8f:fa|116.134702|39.719052|43|79.302491|0.000009
82:89:17:6e:83:be|116.134702|39.719106|29|79.291021|0.000045
82:89:17:6e:83:be|116.134702|39.719106|29|79.291021|0.000000
80:89:17:6e:83:be|116.134701|39.719113|6|79.268791|0.000007
82:89:17:55:86:7e|116.135331|39.718963|69|79.267542|0.000020
