80:f6:2e:4b:a9:90|116.186077|39.763679|22|95.395311|0.360771|0
6e:ac:0a:2b:04:ab|116.186266|39.763298|21|94.873268|0.000425|0
70:ba:ef:b4:43:b0|116.186251|39.763286|29|94.750251|0.000019|1
74:25:8a:84:5c:90|116.186213|39.763289|15|94.731709|0.000038|2
00:1f:7a:ad:2c:b1|116.186154|39.763303|43|94.699400|0.000061|3
0c:72:2c:1e:94:2d|116.186260|39.763280|22|94.694005|0.000011|2
80:f6:2e:4b:9c:d0|116.186392|39.763272|17|94.370619|0.000129|1
80:f6:2e:4d:6b:d0|116.185988|39.763766|29|94.320031|0.000124|0
9c:21:6a:f4:32:a6|116.186303|39.763227|14|94.093316|0.000068|5
70:ba:ef:b4:1d:30|116.186371|39.763232|29|94.013884|0.000045|6
74:25:8a:5d:4a:10|116.185946|39.763771|14|93.924112|0.000042|7
74:25:8a:86:f0:10|116.186482|39.763276|24|93.915176|0.000090|6
6e:ac:0a:2b:02:6e|116.186359|39.763215|14|93.846878|0.000021|9
80:f6:2e:4d:87:b0|116.186461|39.763252|29|93.813082|0.000032|11
4c:ac:0a:2b:04:a9|116.186491|39.763272|17|93.812978|0.000010|11
4c:ac:0a:2b:04:a9|116.186501|39.763275|17|93.767656|0.000010|14
70:f9:6d:c8:e1:70|116.186643|39.763633|17|93.196116|0.000385|15
6e:ac:0a:2b:04:a9|116.186567|39.763267|28|93.124829|0.000066|15
80:f6:2e:4e:86:70|116.185931|39.763875|14|92.856971|0.000105|10
80:f6:2e:4d:87:f0|116.185959|39.763927|22|92.491618|0.000059|18
70:ba:ef:b4:1c:f0|116.186383|39.763115|49|92.382219|0.000103|12
00:1f:7a:ea:04:bf|116.185863|39.763865|18|92.252050|0.000069|18
00:1f:7a:ea:04:bf|116.185863|39.763865|18|92.252050|0.000000|21
74:25:8a:86:e7:50|116.185929|39.763943|20|92.027469|0.000034|19
80:f6:2e:4c:dd:70|116.186405|39.763094|13|91.971886|0.000030|20
80:f6:2e:4c:dd:70|116.186375|39.763082|13|91.870290|0.000032|24
74:25:8a:86:e4:90|116.185934|39.763964|25|91.789100|0.000022|23
80:f6:2e:4f:43:10|116.185988|39.764019|17|91.389195|0.000077|26
74:25:8a:86:e5:b0|116.185814|39.763906|19|91.216023|0.000064|21
70:ba:ef:b4:43:90|116.185795|39.763887|15|91.171179|0.000027|28
6e:ac:0a:2b:02:71|116.186440|39.763050|22|91.079804|0.000056|24
6e:ac:0a:2b:02:71|116.186440|39.763050|22|91.079804|0.000000|30
80:f6:2e:4f:4b:10|116.185872|39.763202|16|91.052611|0.000300|4
70:f9:6d:cb:74:d0|116.185802|39.763907|13|91.047918|0.000012|28
80:f6:2e:4c:3f:90|116.185811|39.763926|21|90.945684|0.000020|28
74:25:8a:86:e1:90|116.186224|39.764087|63|90.849969|0.000246|27
80:f6:2e:4f:41:f0|116.185785|39.763905|20|90.840276|0.000017|33
70:f9:6d:34:3b:50|116.185793|39.763918|15|90.802367|0.000014|33
80:f6:2e:4d:c3:f0|116.186452|39.763030|31|90.664218|0.000023|30
70:ba:ef:b4:43:30|116.185779|39.763914|26|90.656294|0.000011|36
80:f6:2e:4d:c3:f0|116.186468|39.763022|31|90.435016|0.000018|38
80:f6:2e:4b:2a:70|116.185866|39.764022|21|90.279145|0.000089|26
6e:ac:0a:2b:04:a6|116.185795|39.763970|13|90.182300|0.000047|34
80:f6:2e:4d:77:30|116.185852|39.764030|21|90.003275|0.000016|41
6e:ac:0a:2b:04:ac|116.186261|39.764144|14|89.638218|0.000068|35
80:f6:2e:4f:43:f0|116.185722|39.763933|21|89.597236|0.000060|39
74:25:8a:5d:35:f0|116.185674|39.763886|35|89.315533|0.000067|45
