24:de:c6:11:93:43|116.263458|40.100966|5|256.826071|0.377326|0
9c:1c:12:a5:e3:c2|116.263508|40.101022|3|256.616688|0.000075|0
9c:1c:12:a5:e3:c2|116.263508|40.101022|3|256.616688|0.000000|1
6c:f3:7f:5b:f5:b3|116.263408|40.100733|3|255.283825|0.000238|0
6c:f3:7f:5b:ee:e3|116.263404|40.100707|14|254.775130|0.000026|3
6c:f3:7f:5b:ee:e2|116.263369|40.100702|20|254.305152|0.000035|4
6c:f3:7f:5b:ee:e0|116.263362|40.100700|2|254.181444|0.000007|5
6c:f3:7f:5b:ee:f2|116.263433|40.100653|6|253.801535|0.000061|4
9c:1c:12:a6:fe:e2|116.263308|40.100700|4|253.417363|0.000054|6
6c:f3:7f:5b:f8:40|116.263273|40.100693|3|252.680558|0.000036|8
6c:f3:7f:5b:f8:40|116.263273|40.100693|3|252.680558|0.000000|9
6c:f3:7f:5b:f8:23|116.263289|40.100665|24|252.373397|0.000032|9
9c:1c:12:a5:da:a2|116.263271|40.101100|5|251.841878|0.000230|0
9c:1c:12:a5:94:a3|116.263168|40.100812|5|251.819727|0.000159|9
9c:1c:12:a5:61:13|116.263608|40.100583|2|251.812288|0.000188|7
24:de:c6:03:f6:c2|116.263420|40.101225|3|250.941479|0.000194|12
24:de:c6:03:f6:83|116.263447|40.101241|7|250.731659|0.000031|15
24:de:c6:03:f6:82|116.263510|40.101265|7|250.498610|0.000067|16
9c:1c:12:a5:dd:62|116.263144|40.101011|4|250.196037|0.000155|12
24:de:c6:03:f6:80|116.263401|40.101241|2|250.100673|0.000025|15
9c:1c:12:a6:03:22|116.264058|40.100933|6|249.857045|0.000557|1
24:de:c6:03:f6:c3|116.263447|40.101271|2|249.616720|0.000030|16
9c:1c:12:a5:83:82|116.263237|40.101154|5|249.613249|0.000064|12
9c:1c:12:a5:dd:63|116.263115|40.101011|2|249.289039|0.000029|18
9c:1c:12:a5:95:02|116.263571|40.101320|3|248.716134|0.000082|17
24:de:c6:11:a5:e2|116.263341|40.101253|3|248.619275|0.000061|19
9c:1c:12:a5:94:a2|116.263055|40.100803|10|248.312314|0.000113|13
9c:1c:12:a5:95:03|116.263571|40.101334|12|248.119670|0.000014|24
9c:1c:12:a5:91:f2|116.263158|40.101133|4|248.006437|0.000082|22
24:de:c6:03:f7:23|116.263071|40.101033|7|247.433856|0.000049|23
9c:1c:12:a5:92:e3|116.263113|40.101112|2|247.137231|0.000050|28
9c:1c:12:a5:e6:42|116.263091|40.101086|2|247.032811|0.000034|30
24:de:c6:11:63:c3|116.263080|40.101078|2|246.834643|0.000014|31
9c:1c:12:a5:88:02|116.263596|40.101367|4|246.756094|0.000041|27
9c:1c:12:a5:84:c2|116.264148|40.101035|4|246.691056|0.000136|20
24:de:c6:03:f7:22|116.263048|40.101058|5|246.116551|0.000034|29
9c:1c:12:a5:97:03|116.263474|40.101364|5|245.955215|0.000097|21
9c:1c:12:a5:97:02|116.263471|40.101367|2|245.778279|0.000004|36
9c:1c:12:a5:91:e2|116.263142|40.101193|2|245.673114|0.000062|28
24:de:c6:11:a2:63|116.262979|40.100883|5|245.577543|0.000110|26
9c:1c:12:a5:92:e2|116.263016|40.101089|5|244.200693|0.000045|35
9c:1c:12:a5:83:83|116.262928|40.100958|14|242.879255|0.000091|39
9c:1c:12:a7:20:43|116.263783|40.101448|3|242.501471|0.000204|33
6c:f3:7f:5a:43:c3|116.263005|40.100556|3|242.086603|0.000252|26
6c:f3:7f:5a:52:63|116.263385|40.100362|10|241.935533|0.000295|7
9c:1c:12:a5:e5:22|116.264000|40.100505|2|241.441749|0.000400|14
24:de:c6:11:a3:e2|116.262878|40.100877|2|241.233492|0.000095|41
24:de:c6:11:a5:43|116.262883|40.100766|3|241.227013|0.000111|46
9c:1c:12:a7:20:42|116.263866|40.101466|2|240.785397|0.000085|42
24:de:c6:11:a3:42|116.263778|40.101483|17|240.699881|0.000035|42
24:de:c6:11:a3:43|116.263768|40.101485|9|240.651872|0.000010|49
9c:1c:12:a5:85:02|116.264058|40.101402|16|240.271407|0.000202|48
9c:1c:12:a5:84:e3|116.263933|40.100438|13|240.228820|0.000095|45
6c:f3:7f:5a:52:62|116.263350|40.100333|4|240.069550|0.000045|44
9c:1c:12:a5:85:c2|116.264217|40.101279|3|239.885891|0.000201|51
9c:1c:12:a5:85:03|116.263958|40.101477|6|238.865860|0.000093|48
6c:f3:7f:5a:27:42|116.263978|40.100433|2|238.693748|0.000045|52
6c:f3:7f:5a:5e:c3|116.264058|40.100483|5|238.556530|0.000062|45
9c:1c:12:a7:e0:e2|116.263918|40.101497|4|238.470515|0.000045|55
6c:f3:7f:5b:f2:e3|116.263908|40.100383|3|238.013389|0.000060|52
24:de:c6:11:76:03|116.263945|40.101499|3|237.944879|0.000026|55
9c:1c:12:a7:e0:e3|116.263926|40.101510|6|237.654586|0.000015|58
6c:f3:7f:5b:f8:42|116.262954|40.100477|19|237.560900|0.000094|43
9c:1c:12:a5:8c:92|116.262808|40.100933|3|237.448346|0.000090|46
9c:1c:12:a5:82:82|116.262834|40.100639|6|237.194359|0.000136|47
9c:1c:12:a5:81:c3|116.262858|40.101096|5|237.053306|0.000155|41
9c:1c:12:a5:93:82|116.263729|40.101561|25|236.423807|0.000085|50
9c:1c:12:a5:93:82|116.263729|40.101561|25|236.423807|0.000000|66
6c:f3:7f:5a:5e:a2|116.263583|40.100266|4|236.408501|0.000220|44
24:de:c6:11:a3:02|116.262791|40.100952|2|236.366435|0.000025|63
24:de:c6:11:76:02|116.263993|40.101519|4|236.032701|0.000052|60
9c:1c:12:a5:61:03|116.263833|40.100316|4|235.953440|0.000101|59
9c:1c:12:a5:93:83|116.263734|40.101573|8|235.674611|0.000013|66
9c:1c:12:a5:93:83|116.263734|40.101573|8|235.674611|0.000000|72
6c:f3:7f:5a:5e:a3|116.263700|40.100271|4|235.538804|0.000117|68
24:de:c6:11:4b:82|116.262758|40.100843|5|235.328577|0.000103|63
6c:f3:7f:5b:f2:a2|116.262778|40.100655|2|234.779827|0.000058|64
6c:f3:7f:5a:50:02|116.263821|40.100288|3|234.496412|0.000030|71
9c:1c:12:a5:93:92|116.263709|40.101594|2|234.392863|0.000033|72
9c:1c:12:a5:84:e2|116.263973|40.100347|13|234.176895|0.000074|59
6c:f3:7f:5b:f2:b3|116.262908|40.100432|2|234.025241|0.000064|62
6c:f3:7f:5b:56:e3|116.262908|40.100432|4|234.025241|0.000000|80
9c:1c:12:a5:83:a3|116.264149|40.100458|11|234.023703|0.000094|57
9c:1c:12:a5:83:a3|116.264149|40.100458|11|234.023703|0.000000|82
9c:1c:12:a5:3c:82|116.264233|40.101433|5|233.806534|0.000155|54
9c:1c:12:a5:87:43|116.264363|40.100699|3|233.777816|0.000322|82
24:de:c6:11:4b:83|116.262728|40.100856|4|233.677438|0.000033|75
9c:1c:12:a5:87:42|116.264375|40.100701|5|233.237837|0.000012|85
6c:f3:7f:58:e2:a2|116.262716|40.100846|4|233.033733|0.000016|86
